freelancer_id,hours_worked_per_week,experience_years,skills_count,average_rating,completed_projects,client_return_rate,hourly_rate,region,income_generated
3877,55,2.4,9,3.76,166,0.18,64.3,Africa,9444.16
3878,8,5.2,12,4.12,184,0.47,105.1,Africa,2052.65
3879,59,1.1,16,4.21,5,0.28,146.95,Asia,26436.73
3880,11,1.5,4,4.41,174,0.87,100.68,Africa,3864.8
3881,32,1.1,5,4.93,139,0.14,57.83,Europe,5187.71
3882,32,1.9,8,4.76,193,0.88,49.93,Africa,7317.33
3883,8,1.0,1,4.86,138,0.4,144.87,Oceania,5096.02
3884,26,9.8,6,3.83,41,0.28,35.9,Asia,4356.93
3885,16,1.1,15,4.05,116,0.3,122.87,Africa,5035.16
3886,49,0.3,4,4.68,44,0.33,75.14,South America,16410.27
3887,7,2.2,11,4.81,90,0.51,72.13,North America,2213.57
3888,26,0.2,5,4.57,33,0.35,114.66,Oceania,13592.98
3889,48,0.4,18,3.92,56,0.65,30.73,Oceania,5295.19
3890,6,0.7,15,3.68,140,0.43,75.28,South America,2157.51
3891,28,1.9,18,4.32,2,0.67,15.02,Oceania,1078.3
3892,38,1.7,13,3.75,1,0.6,103.86,Europe,10305.58
3893,31,4.8,5,4.43,193,0.24,18.17,Europe,1552.11
3894,59,4.0,1,4.83,121,0.81,22.22,North America,5940.29
3895,45,1.7,18,4.29,125,0.8,128.28,North America,15180.77
3896,5,1.2,14,3.55,33,0.99,72.01,North America,1196.69
3897,12,1.1,5,3.95,103,0.18,38.14,North America,2012.4
3898,27,4.5,6,4.63,36,0.85,92.96,Africa,7081.23
3899,42,0.2,16,4.44,149,0.87,82.7,Oceania,15772.06
3900,10,0.0,12,4.48,84,0.64,67.53,South America,2681.31
3901,26,4.8,18,5.0,164,0.51,136.76,Europe,9053.98
3902,29,1.9,2,4.37,26,0.96,114.92,Africa,8256.41
3903,22,0.4,13,4.36,175,0.97,31.22,North America,2562.43
3904,21,0.8,17,4.63,129,0.64,89.91,Asia,9253.08
3905,16,8.1,17,3.61,166,0.36,22.42,Asia,1685.71
3906,10,5.9,16,3.98,142,0.82,44.25,South America,989.28
3907,30,3.7,18,3.83,90,0.09,137.38,Europe,13441.8
3908,31,2.0,8,4.53,46,0.29,74.69,Europe,7541.39
3909,12,2.2,3,3.74,42,0.99,134.89,South America,7136.11
3910,23,11.1,17,4.48,135,0.81,33.24,North America,2591.11
3911,46,10.1,18,4.09,55,0.94,38.75,North America,5018.5
3912,5,0.7,6,4.02,56,0.59,59.4,Oceania,1266.91
3913,33,5.0,8,4.66,118,0.41,61.29,Europe,6893.14
3914,49,0.7,13,3.53,76,0.98,114.34,Europe,14188.05
3915,53,0.7,8,3.96,63,0.31,93.92,Europe,21584.24
3916,39,3.4,19,5.0,152,0.76,87.45,North America,13308.96
3917,44,1.6,6,5.0,83,0.56,94.33,Asia,14971.49
3918,18,8.0,15,3.29,99,0.23,112.51,South America,8035.01
3919,39,0.3,10,3.95,132,0.02,134.99,South America,18938.62
3920,52,2.1,17,4.23,42,0.38,68.06,Africa,14140.12
3921,49,7.5,1,3.49,96,0.55,122.41,Africa,26859.96
3922,24,7.0,7,5.0,110,0.18,79.31,Asia,7339.48
3923,53,0.5,13,4.21,70,0.41,111.09,Europe,23343.53
3924,17,1.4,3,4.11,28,0.62,132.48,Asia,8590.52
3925,42,2.9,19,4.39,126,0.71,14.51,Africa,2215.45
3926,53,0.5,15,4.38,92,0.05,86.53,Oceania,12582.71
3927,50,10.3,5,3.77,40,0.66,148.51,Africa,23927.24
3928,53,7.4,11,4.86,179,0.06,79.47,South America,16741.5
3929,12,0.5,18,4.28,157,0.03,131.0,Asia,5591.11
3930,47,0.4,3,4.85,42,0.15,36.03,North America,5609.23
3931,24,0.3,6,3.91,118,0.65,94.6,Africa,9562.4
3932,37,7.2,3,3.3,197,0.05,131.84,South America,11884.2
3933,30,0.6,5,4.92,5,0.02,70.41,Europe,8454.11
3934,43,1.6,9,4.57,101,0.12,78.14,Asia,11861.51
3935,25,1.8,19,4.78,169,0.95,21.48,Africa,1831.66
3936,57,2.7,13,4.81,61,0.91,15.9,North America,3355.49
3937,53,0.2,6,4.21,183,0.09,75.62,Africa,11439.29
3938,46,0.8,11,4.02,156,0.3,128.09,North America,18716.25
3939,47,8.0,14,4.15,41,0.95,140.39,Asia,21964.09
3940,58,7.2,6,4.48,111,0.1,102.21,Oceania,20356.04
3941,45,4.6,6,4.34,9,0.09,125.7,North America,22496.16
3942,13,0.1,17,3.29,157,0.09,112.88,North America,5239.24
3943,28,1.2,11,4.14,166,0.98,108.21,South America,12996.85
3944,41,3.0,15,4.91,62,0.74,117.66,Oceania,19048.02
3945,53,1.0,9,4.2,54,0.21,80.74,Asia,11694.35
3946,45,7.2,17,5.0,180,0.05,74.11,Africa,10360.35
3947,21,3.0,7,3.72,104,0.97,32.28,Oceania,1637.44
3948,28,0.2,7,4.37,126,0.43,128.13,Europe,16552.27
3949,25,7.2,1,3.71,34,0.6,16.25,Asia,1571.85
3950,55,9.5,8,3.77,165,0.28,47.44,Oceania,6609.11
3951,43,0.2,5,3.78,177,0.76,82.79,Asia,13363.22
3952,59,2.3,19,5.0,42,0.2,146.02,Europe,40711.86
3953,45,1.1,8,4.07,14,0.79,120.04,Africa,22561.78
3954,43,1.5,17,3.85,33,0.23,61.61,South America,9681.71
3955,17,0.6,19,4.2,118,0.1,109.95,Oceania,5625.97
3956,15,2.6,12,4.09,98,0.48,140.39,Africa,6828.17
3957,50,9.5,15,4.61,92,0.81,85.44,Europe,17701.12
3958,23,2.1,4,3.18,100,0.38,74.67,Africa,7421.89
3959,15,0.3,12,3.72,87,0.03,87.42,Asia,5060.74
3960,17,2.9,13,4.62,145,0.55,53.61,South America,2577.91
3961,50,1.2,14,3.96,124,0.68,137.03,North America,31765.7
3962,49,5.8,5,3.82,32,0.74,121.62,Oceania,26287.22
3963,5,1.7,16,3.8,101,0.4,108.77,Africa,1099.94
3964,44,0.6,7,4.56,196,0.1,92.47,North America,10270.86
3965,48,0.6,15,4.54,39,0.58,145.73,South America,25599.81
3966,23,4.4,13,4.68,94,0.33,51.68,North America,3554.97
3967,16,0.9,16,3.62,10,0.95,49.64,Africa,2456.43
3968,12,4.4,12,3.59,152,0.5,43.9,Europe,1062.38
3969,12,0.7,7,4.77,100,0.47,113.85,Oceania,6206.35
3970,57,1.2,16,4.3,58,0.31,121.62,Asia,30527.08
3971,49,1.9,13,3.9,197,0.34,93.6,Asia,12007.38
3972,16,8.6,3,4.12,101,0.51,101.28,Oceania,7289.34
3973,52,8.1,15,3.58,64,0.31,58.85,North America,12080.1
3974,37,0.7,3,3.94,19,0.89,15.57,Asia,1937.84
3975,49,1.3,7,4.28,101,0.44,45.51,Oceania,10146.31
3976,30,0.5,18,4.38,117,0.29,91.8,Oceania,10809.27
3977,43,2.1,14,4.16,136,0.16,123.81,Asia,23869.85
3978,32,1.9,18,4.11,71,0.67,118.81,Europe,13461.32
3979,9,6.9,19,4.57,40,0.03,35.13,North America,786.37
3980,12,8.0,14,4.15,13,0.45,17.2,Europe,639.93
3981,29,1.5,6,3.98,101,0.55,129.08,Europe,12558.57
3982,31,2.0,8,3.82,124,0.34,20.58,South America,2424.65
3983,50,6.8,7,3.32,155,0.75,65.06,North America,15533.63
3984,27,4.9,18,4.52,82,0.68,23.19,Europe,2664.05
3985,34,0.0,18,4.93,88,0.97,88.97,Africa,8335.15
3986,49,1.2,15,3.79,105,0.51,60.87,Asia,7357.55
3987,51,1.6,19,3.56,130,0.54,38.35,North America,8395.33
3988,27,0.8,2,3.89,16,0.25,93.32,South America,8288.1
3989,53,0.7,8,4.35,14,0.39,60.87,Europe,9928.58
3990,51,0.1,11,3.95,128,0.03,33.35,Africa,7314.84
3991,24,3.1,18,3.94,145,0.69,108.01,Asia,11967.1
3992,22,0.9,13,4.16,60,0.31,127.15,Asia,11605.29
3993,22,0.2,9,4.25,198,0.54,48.32,Africa,2832.35
3994,6,0.8,9,4.38,17,0.25,36.1,North America,643.27
3995,8,4.9,17,4.05,45,0.62,20.54,Asia,579.48
3996,34,5.7,7,4.04,38,0.45,83.91,Asia,13183.49
3997,37,2.0,9,3.24,124,0.48,126.38,Asia,22376.5
3998,40,1.6,1,4.67,104,0.94,45.11,Oceania,6536.79
3999,22,11.4,2,4.33,64,0.71,74.49,Europe,7226.34
4000,41,0.7,4,4.96,121,0.26,32.51,Europe,3405.73
4001,23,0.7,14,4.46,6,0.5,66.59,Asia,4512.62
4002,51,1.0,4,4.16,188,0.47,12.16,South America,1988.47
4003,32,0.6,2,3.46,112,0.8,137.5,Oceania,20908.98
4004,44,1.4,8,3.38,102,0.83,104.72,Asia,10919.78
4005,24,7.3,18,4.72,49,0.28,56.59,North America,4064.84
4006,53,2.9,19,4.48,21,0.82,133.37,Oceania,32514.16
4007,37,1.6,14,4.93,23,0.18,35.61,South America,4172.34
4008,16,8.2,10,4.67,76,0.76,21.02,North America,930.07
4009,55,0.1,17,4.01,185,0.25,141.97,Africa,32391.66
4010,19,0.7,8,3.05,64,0.3,53.26,Africa,3882.79
4011,45,2.5,14,4.5,157,0.85,141.04,Europe,22438.87
4012,43,2.9,8,3.69,27,0.42,99.27,Oceania,19969.63
4013,6,0.1,5,4.11,134,0.99,147.21,Europe,2602.21
4014,33,1.5,16,4.41,149,0.15,115.48,Europe,17788.56
4015,45,3.1,8,3.88,71,0.46,24.77,Oceania,4544.32
4016,14,3.6,10,3.79,107,0.73,129.31,Africa,6042.16
4017,6,3.0,8,4.05,169,0.01,30.7,Oceania,865.69
4018,55,1.2,9,3.18,133,0.15,106.91,North America,16082.94
4019,15,0.3,18,3.68,143,0.02,80.06,South America,3197.59
4020,17,1.7,3,3.68,149,0.99,109.08,Europe,8741.82
4021,14,0.4,17,4.08,58,0.76,117.1,Africa,4161.61
4022,18,8.8,15,3.73,132,0.37,122.51,Europe,5220.08
4023,22,1.9,17,3.94,197,0.16,126.9,Asia,9269.91
4024,55,1.1,8,3.98,135,0.09,128.61,South America,18693.66
4025,58,4.4,2,5.0,35,0.53,67.76,North America,17647.24
4026,13,2.1,17,4.58,164,0.98,134.49,Europe,8119.85
4027,43,1.1,18,4.14,121,0.67,110.74,Asia,16995.48
4028,32,5.0,5,4.42,143,0.37,127.46,Asia,14218.19
4029,7,6.1,9,4.66,130,0.5,148.49,South America,3797.75
4030,24,3.4,9,4.34,120,1.0,26.3,Africa,2068.78
4031,10,0.1,2,3.68,185,0.52,61.88,Africa,1714.73
4032,31,2.5,2,4.13,5,0.96,122.92,Europe,10043.05
4033,57,4.3,19,3.71,71,0.02,22.08,Europe,4355.66
4034,6,0.4,3,4.04,86,0.72,85.71,Africa,1727.53
4035,33,0.8,17,4.12,95,0.63,130.18,North America,19910.11
4036,42,6.4,14,4.73,160,0.69,12.66,North America,2242.44
4037,7,0.1,14,3.8,41,0.57,141.53,Asia,4216.4
4038,20,4.2,14,3.76,170,0.04,146.94,South America,9321.9
4039,34,1.9,6,3.84,75,0.15,55.12,North America,8237.65
4040,44,1.8,3,3.9,193,0.92,117.35,Europe,24366.17
4041,6,0.0,1,4.04,168,0.23,27.8,North America,681.03
4042,21,5.1,16,4.36,83,0.99,118.2,South America,6067.47
4043,45,1.3,4,3.81,38,0.68,77.41,Europe,13510.87
4044,16,2.3,1,4.26,42,0.44,130.44,South America,8400.96
4045,39,3.4,17,4.26,165,0.92,39.76,Africa,4725.21
4046,47,3.6,18,4.48,56,0.79,104.17,South America,23402.72
4047,5,9.4,8,4.09,71,0.43,120.06,South America,2042.47
4048,59,2.3,2,4.62,55,0.07,38.35,South America,6420.51
4049,49,1.5,18,4.38,182,0.87,124.56,Europe,21180.43
4050,19,9.2,16,4.36,22,0.77,144.12,South America,8803.1
4051,30,3.1,10,3.92,27,0.79,96.25,South America,13516.53
4052,41,1.1,8,4.34,105,0.74,119.88,Oceania,16668.56
4053,25,0.4,12,4.38,175,0.28,84.56,Oceania,7150.49
4054,53,5.5,16,3.9,38,0.86,93.73,Asia,19284.66
4055,35,1.3,12,4.8,112,0.0,11.87,Europe,1103.68
4056,29,3.2,11,5.0,39,0.24,83.4,Oceania,9783.51
4057,27,1.9,19,3.87,143,0.05,90.58,South America,10126.3
4058,28,0.7,1,3.96,119,0.11,103.81,North America,10372.6
4059,42,2.8,3,3.98,194,0.53,33.71,South America,6618.76
4060,32,0.2,12,3.55,189,0.04,43.79,North America,5612.33
4061,25,1.6,9,3.76,60,0.18,115.84,Africa,11900.28
4062,58,2.4,5,4.63,136,0.23,33.47,Africa,8772.97
4063,47,1.7,1,4.16,44,0.66,68.24,Europe,12970.53
4064,22,4.1,10,5.0,43,0.47,45.07,Europe,3749.0
4065,40,5.3,17,4.06,134,0.46,86.33,Africa,8478.52
4066,39,4.4,4,4.41,155,0.77,148.16,Europe,24048.23
4067,49,0.1,15,3.75,173,0.46,129.29,North America,30039.89
4068,59,0.6,19,4.14,23,0.35,47.73,North America,9903.32
4069,13,2.3,8,4.24,122,0.96,61.61,Asia,2152.31
4070,57,8.2,15,3.15,141,0.01,138.61,Europe,28919.14
4071,42,5.4,7,3.79,196,0.31,135.76,Europe,23812.94
4072,34,5.5,15,4.52,84,0.61,32.47,Asia,2944.01
4073,48,1.1,8,4.49,106,0.78,126.1,South America,27194.95
4074,38,1.7,10,3.58,64,0.82,51.67,North America,8678.3
4075,36,1.9,18,4.02,153,0.05,86.13,South America,11331.96
4076,7,0.5,4,3.02,125,0.71,10.71,Oceania,168.36
4077,7,0.1,15,4.2,52,0.72,149.8,Asia,4315.01
4078,32,8.8,11,4.83,48,0.21,116.55,Oceania,9960.68
4079,48,0.8,3,4.85,61,0.11,43.84,Oceania,7803.52
4080,19,0.8,15,4.83,17,0.75,105.73,Europe,5452.47
4081,45,0.3,3,4.46,40,0.25,51.06,South America,8948.34
4082,27,7.9,15,4.78,75,0.0,22.52,Europe,1861.39
4083,44,2.6,6,4.11,89,0.22,69.54,Asia,12998.74
4084,15,3.3,1,3.94,69,0.03,95.92,Africa,6535.69
4085,52,7.3,14,4.77,85,0.25,22.57,Europe,5510.6
4086,36,1.3,16,4.34,26,0.34,82.58,Oceania,9115.7
4087,58,2.9,1,3.3,184,0.27,82.08,Oceania,12155.98
4088,40,0.1,17,4.81,40,0.92,98.01,South America,13802.91
4089,37,0.6,8,4.09,96,0.23,44.25,South America,4246.87
4090,28,5.3,18,3.87,196,0.47,12.89,Asia,1034.58
4091,43,4.4,16,4.69,117,0.96,55.48,South America,9181.38
4092,38,1.3,6,4.62,136,0.88,65.8,North America,9637.83
4093,32,1.4,10,3.72,73,0.31,99.0,Europe,7685.57
4094,41,2.3,10,4.12,45,0.33,140.22,Oceania,20283.82
4095,11,0.0,5,3.75,17,0.59,38.47,North America,1539.97
4096,8,0.8,12,3.76,169,0.92,106.23,Asia,2701.3
4097,41,0.7,17,2.7,77,0.01,23.64,Oceania,4657.87
4098,5,0.9,14,3.69,137,0.39,36.69,North America,509.64
4099,5,4.9,14,4.11,198,0.85,81.28,North America,1023.8
4100,51,1.0,3,2.78,91,0.41,109.17,Oceania,15254.67
4101,24,0.6,12,3.51,106,0.72,130.2,Europe,8283.62
4102,23,2.1,18,4.5,101,0.69,114.15,Europe,11906.27
4103,33,6.0,12,3.49,103,0.21,12.15,Africa,1317.24
4104,14,0.8,2,4.12,24,0.45,105.75,North America,6346.44
4105,22,0.2,2,3.37,73,0.57,125.45,Europe,9151.29
4106,32,1.3,17,4.4,121,0.72,83.57,North America,10543.66
4107,39,4.1,10,4.04,106,0.82,145.18,North America,26324.83
4108,47,2.4,18,3.74,139,0.76,10.6,Asia,2321.19
4109,51,5.1,19,2.88,35,0.03,124.61,Asia,15821.09
4110,35,9.6,1,3.75,157,0.67,56.87,Oceania,8740.28
4111,31,4.7,4,4.53,136,0.5,101.06,North America,11078.81
4112,15,2.8,4,4.98,17,0.57,107.09,Asia,5042.64
4113,53,2.0,2,4.09,199,0.37,52.87,Oceania,11009.66
4114,53,0.1,19,4.15,140,0.71,149.36,Europe,37163.98
4115,42,12.5,12,3.86,93,0.67,24.46,North America,2757.5
4116,9,1.5,10,4.81,109,0.58,31.98,Asia,1267.43
4117,12,0.5,13,4.08,50,0.86,134.91,Europe,4546.86
4118,38,3.3,15,4.65,114,0.1,26.69,North America,3096.49
4119,52,1.0,3,4.32,24,0.3,63.38,Oceania,15011.5
4120,56,2.6,13,4.26,37,0.5,112.64,North America,24069.05
4121,16,2.7,8,3.69,11,0.96,120.81,Asia,4628.0
4122,42,1.8,7,5.0,99,0.07,143.65,Europe,22040.47
4123,5,5.4,8,4.93,187,0.34,120.54,North America,2554.44
4124,35,0.9,18,5.0,55,0.93,128.23,North America,16531.49
4125,8,1.8,9,3.65,27,0.9,142.91,Oceania,3189.85
4126,53,2.3,6,4.33,67,0.87,87.52,Africa,16526.03
4127,49,3.3,4,3.8,188,0.31,58.08,North America,12983.27
4128,54,4.6,15,4.42,2,0.85,116.63,Africa,24943.88
4129,9,1.5,5,4.35,68,0.51,32.9,Africa,1244.56
4130,34,3.1,5,3.99,146,0.62,19.55,Europe,2962.56
4131,28,0.5,7,4.09,148,0.24,119.95,South America,9058.67
4132,7,8.1,9,5.0,63,0.71,143.09,Oceania,3900.21
4133,15,1.4,7,4.13,72,0.33,71.94,Africa,3608.5
4134,49,3.9,9,3.1,130,0.34,32.56,Europe,4273.55
4135,8,0.1,10,3.93,83,0.64,79.58,Oceania,1940.15
4136,30,0.7,4,3.65,42,0.24,65.06,Asia,8200.81
4137,31,2.0,6,3.74,156,0.22,62.15,Africa,5411.09
4138,50,6.3,14,4.55,157,0.37,97.93,South America,15379.42
4139,58,2.2,9,4.65,197,0.78,34.46,Asia,5966.81
4140,47,8.0,1,3.78,107,0.22,63.27,Oceania,7795.66
4141,31,2.0,17,3.92,28,0.79,131.61,Africa,14121.21
4142,46,2.0,13,3.85,188,0.7,112.15,Africa,21785.83
4143,55,0.4,7,4.96,105,0.68,17.78,South America,2081.97
4144,54,4.9,9,4.66,112,0.47,81.95,North America,11782.51
4145,10,0.9,11,4.54,133,0.75,22.78,South America,1027.18
4146,19,6.9,3,3.68,15,0.01,144.05,Europe,10286.38
4147,57,7.3,12,3.35,110,0.31,44.25,Europe,10019.27
4148,34,8.6,3,4.82,73,0.68,140.57,South America,14034.92
4149,46,2.2,15,5.0,160,0.99,126.76,South America,25211.15
4150,41,3.4,10,3.32,180,0.0,87.19,South America,12649.51
4151,41,4.5,1,5.0,90,0.51,57.08,South America,9361.58
4152,46,0.4,14,4.15,37,0.92,130.11,South America,15754.84
4153,41,2.8,6,4.28,143,0.86,31.39,Africa,3773.36
4154,39,0.1,2,3.54,169,0.02,35.2,Oceania,5908.71
4155,27,2.1,8,3.31,4,0.53,41.46,Oceania,3352.88
4156,10,0.5,1,3.07,181,0.0,93.68,Asia,2367.72
4157,8,0.6,4,4.72,84,0.79,54.01,Europe,1469.17
4158,22,1.4,4,4.16,155,0.31,148.49,Europe,12630.52
4159,13,1.7,5,4.43,149,0.77,37.32,Oceania,1842.97
4160,53,2.9,9,4.77,60,0.94,122.79,Oceania,25280.46
4161,33,0.2,13,4.15,86,0.98,23.42,Asia,2791.72
4162,17,2.1,18,5.0,192,0.89,59.48,South America,3473.67
4163,51,0.6,17,3.79,71,0.2,44.13,Oceania,10429.1
4164,56,2.6,1,3.99,175,0.19,146.76,Oceania,29999.32
4165,21,3.0,15,3.75,182,0.63,13.6,Asia,1251.74
4166,49,2.4,2,4.62,31,0.54,111.03,South America,16491.75
4167,36,4.0,16,4.76,17,0.01,44.68,Europe,7448.73
4168,52,1.2,5,3.97,178,0.39,123.57,Oceania,15900.8
4169,26,4.3,19,3.5,7,0.91,53.57,North America,5284.2
4170,8,1.7,5,4.82,126,0.9,36.22,Europe,803.61
4171,9,2.0,2,3.76,83,0.2,107.03,Europe,3722.02
4172,41,3.1,7,4.0,28,0.38,46.06,North America,6315.83
4173,45,0.1,3,3.66,10,0.56,77.98,Asia,14489.4
4174,53,3.2,17,4.34,27,0.85,28.41,Africa,3415.71
4175,17,2.9,3,3.82,141,0.53,111.44,South America,6589.32
4176,38,1.1,13,4.55,194,0.97,66.96,South America,11334.25
4177,49,0.3,7,3.92,188,0.8,29.68,Europe,4063.53
4178,26,0.3,3,4.47,127,0.95,113.82,North America,7502.19
4179,57,7.7,15,3.74,43,0.73,24.47,Europe,5172.66
4180,27,3.5,18,4.81,69,0.88,90.47,Europe,11467.43
4181,55,0.4,10,3.95,63,0.83,95.05,Oceania,13086.57
4182,7,1.3,7,4.25,70,0.25,140.25,Asia,2306.32
4183,46,2.7,9,3.61,99,0.23,31.14,South America,5462.0
4184,38,5.4,5,4.19,193,0.86,101.47,Africa,11754.33
4185,36,0.1,8,3.62,195,0.08,63.31,North America,7496.48
4186,49,0.8,14,4.18,182,0.41,66.11,Africa,14015.39
4187,55,6.6,4,3.72,164,0.82,80.26,North America,12640.3
4188,53,0.0,14,4.12,71,0.81,42.73,South America,9482.36
4189,25,0.7,12,4.43,93,0.14,74.57,Asia,7082.13
4190,50,9.6,2,3.51,143,0.49,106.16,Africa,24285.22
4191,48,2.9,13,4.18,146,0.48,74.0,North America,16684.15
4192,25,0.9,1,4.4,132,0.32,15.95,Europe,1261.84
4193,48,0.2,7,4.4,11,0.92,46.1,South America,8690.05
4194,15,0.1,9,5.0,134,0.65,59.2,Asia,3468.17
4195,43,0.8,17,3.83,122,0.98,59.66,Oceania,8157.73
4196,8,6.4,13,4.2,179,0.07,21.34,Europe,766.16
4197,55,1.6,10,5.0,186,0.39,72.94,Asia,18884.48
4198,5,3.8,16,3.51,188,0.84,106.87,North America,1621.03
4199,32,7.5,6,3.05,18,0.42,16.81,Europe,1398.91
4200,28,1.6,16,4.47,67,0.26,115.13,Oceania,14238.73
4201,39,0.6,11,4.72,145,1.0,143.71,Oceania,21611.57
4202,17,2.2,3,3.14,97,0.87,11.31,Asia,654.95
4203,51,7.2,9,4.04,34,0.55,37.12,South America,4783.98
4204,38,4.9,15,3.69,158,0.56,86.09,Africa,10199.16
4205,15,0.2,13,4.35,147,0.01,40.53,Oceania,2948.34
4206,40,3.5,10,4.18,137,0.98,117.05,Oceania,21996.07
4207,55,2.5,13,4.85,168,0.81,53.7,Africa,9136.23
4208,21,7.1,17,3.53,44,0.04,51.11,Europe,4676.12
4209,39,0.4,7,4.39,95,0.18,10.13,South America,1525.86
4210,22,2.3,6,4.51,187,0.82,47.82,South America,4162.49
4211,44,6.3,13,4.23,91,0.09,40.47,Asia,5450.18
4212,26,1.6,17,3.2,111,0.94,58.05,Europe,5557.91
4213,28,2.0,15,4.41,153,1.0,30.67,South America,2568.23
4214,23,0.2,4,3.83,71,0.89,93.25,Asia,5886.05
4215,41,1.0,15,3.33,53,0.74,43.42,South America,5066.68
4216,43,1.2,14,4.38,176,0.49,126.45,Europe,17074.76
4217,25,8.7,11,4.58,71,0.08,49.84,South America,5918.13
4218,12,1.0,4,3.89,53,0.73,39.52,South America,2299.39
4219,32,1.9,3,4.62,108,0.4,17.95,South America,2451.07
4220,9,3.3,2,4.62,177,0.57,113.59,Africa,2856.39
4221,21,0.5,10,4.19,171,0.29,81.15,North America,5713.74
4222,41,2.0,13,4.5,19,0.24,25.93,Europe,4100.94
4223,40,4.0,18,4.69,66,0.32,40.99,Africa,5537.17
4224,58,6.0,16,4.46,162,0.81,149.82,North America,21526.38
4225,23,3.0,11,3.06,182,0.43,122.84,Oceania,10597.57
4226,31,3.3,10,2.94,1,0.31,58.98,South America,5232.26
4227,57,0.4,9,4.73,106,0.43,85.96,South America,20882.22
4228,38,8.7,12,3.86,55,0.03,68.24,Africa,10645.89
4229,15,0.4,19,3.95,15,0.89,15.09,Asia,510.33
4230,58,4.5,1,5.0,127,0.55,119.01,Europe,27517.88
4231,49,0.9,18,3.83,15,0.1,110.38,North America,15577.78
4232,51,8.1,14,4.13,121,0.29,67.23,South America,10427.45
4233,16,3.8,1,4.21,151,0.98,128.43,Europe,6569.68
4234,58,4.2,17,4.09,66,0.59,84.86,South America,20950.3
4235,25,0.7,11,4.87,174,0.29,19.13,South America,1478.44
4236,58,1.8,15,4.01,114,0.43,46.32,South America,9983.45
4237,15,2.9,4,4.56,137,0.26,74.65,Europe,3570.76
4238,43,4.4,15,4.24,194,0.03,24.48,Africa,2961.68
4239,32,0.3,14,4.68,194,0.84,89.95,Europe,8716.6
4240,9,9.8,1,3.51,146,0.29,26.88,Europe,935.11
4241,21,6.6,9,3.07,145,0.84,38.07,Oceania,3188.11
4242,24,0.9,7,4.21,72,0.48,135.16,Asia,13664.01
4243,45,5.2,11,3.78,98,0.18,149.97,Asia,19708.81
4244,50,2.2,2,4.93,162,0.8,87.04,Africa,10531.42
4245,16,1.9,2,4.16,197,0.38,96.75,Asia,6425.18
4246,10,1.1,6,4.31,192,0.71,121.64,Africa,3359.05
4247,21,2.6,19,4.05,44,0.84,107.46,South America,6726.51
4248,55,3.9,14,3.87,157,0.96,35.55,South America,5960.38
4249,23,1.6,3,4.23,190,0.09,67.63,Europe,6594.18
4250,30,3.0,7,4.71,16,0.01,84.92,South America,9718.87
4251,52,3.6,7,4.04,78,0.55,60.36,Asia,9050.63
4252,48,3.7,4,4.01,52,0.26,34.65,North America,6600.37
4253,48,0.2,5,4.6,2,0.47,113.06,Europe,22082.55
4254,56,5.9,17,3.36,61,0.07,37.84,Africa,6980.06
4255,36,1.8,4,4.79,132,0.5,46.47,South America,4876.39
4256,10,0.9,13,3.8,126,0.12,50.11,Europe,2229.99
4257,59,0.8,16,4.67,52,0.84,32.65,Europe,7458.48
4258,40,2.0,16,4.35,41,0.76,128.94,Europe,13269.45
4259,42,6.5,2,3.16,180,0.07,95.49,South America,16171.95
4260,15,1.4,18,4.21,31,0.84,126.86,Africa,6701.85
4261,37,4.2,1,4.86,154,0.32,79.12,Europe,12278.16
4262,28,0.3,18,4.05,155,0.35,82.74,Europe,6397.55
4263,27,1.9,8,4.09,121,0.18,96.26,Europe,8016.04
4264,19,14.4,11,3.82,51,0.84,61.93,Oceania,4139.94
4265,31,4.4,15,4.8,95,0.4,79.52,South America,9052.95
4266,15,0.7,16,3.97,176,0.05,86.57,Oceania,4368.43
4267,55,2.1,17,5.0,11,0.97,143.5,Asia,33042.02
4268,54,0.8,17,4.78,136,0.26,133.61,Africa,27092.39
4269,21,1.6,12,4.87,12,0.94,28.09,Europe,2763.28
4270,55,4.5,10,4.24,99,0.3,15.78,Oceania,2132.95
4271,57,4.4,6,3.96,45,0.83,105.25,Europe,24639.91
4272,18,0.8,8,4.44,34,0.66,16.89,Oceania,1258.28
4273,31,7.7,13,4.98,72,0.86,18.45,Europe,1234.76
4274,22,2.7,2,5.0,175,0.98,32.3,South America,1957.51
4275,32,1.4,19,3.27,21,0.87,59.24,Asia,4578.2
4276,55,2.1,10,5.0,41,0.4,70.9,Europe,13859.69
4277,51,2.8,4,4.33,22,0.81,82.71,Oceania,13584.72
4278,51,2.5,12,4.59,21,0.71,148.92,Europe,36198.61
4279,8,2.0,18,3.75,156,0.06,63.93,South America,2373.61
4280,11,2.1,7,3.72,195,0.93,43.99,Africa,2195.48
4281,49,0.6,4,3.48,71,0.47,90.54,Africa,15782.64
4282,39,5.0,7,5.0,14,0.13,40.12,Asia,6599.13
4283,52,2.3,10,3.86,79,0.43,141.68,Africa,21993.02
4284,13,0.4,15,4.15,73,0.6,46.3,Europe,2552.57
4285,12,4.4,12,4.05,52,0.57,148.59,South America,5826.82
4286,56,8.1,1,3.69,171,0.57,68.61,Europe,10803.88
4287,49,8.8,18,4.1,199,0.26,123.78,Europe,15721.31
4288,21,1.4,16,4.24,76,0.63,100.76,Asia,7718.85
